min,median,ptp,rms,zcr,var,skew_kurt_ratio,crest_factor,shape_factor,skew_kurt_product,std_min_ratio,min_ptp_ratio,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431484815755944,0.0,0.0,0.413813583856958,-0.30116959065471,SK_Power
-0.816465764751124,-0.0005754967786091,1.62861967192762,0.568189113076443,0.1001001001001,0.322838537022052,0.0002077232165533,1.42937000923708,932.939563563137,0.000465847939199,0.695913819638414,-0.501323468886567,SK_Drifts
-1.14434168362721,0.0030407443362422,2.29107519056049,0.801113300567054,0.0990990990990991,0.641773274219321,-0.0008686027341245,1.43142308921659,263.372989972181,-0.001949231994384,0.700065376973587,-0.499477794907927,SK_Biasing
-1.06254576966933,0.0004446582628139,2.12848176908988,0.743487801538594,0.0990990990990991,0.55277391331572,-0.0008870344776892,1.43369476072092,932.939563563137,-0.0019921190162492,0.699723479510311,-0.499203369226082,SK_Biasing
-0.780599617310974,-0.0013651386686717,1.56114090015615,0.545322490455078,0.1001001001001,0.297374754992544,-0.0002477508668349,1.43133625546519,399.170672026506,-0.0005560476958209,0.698594852236605,-0.500018362989869,SK_Drifts
0.0,0.0105449643905368,4.38893164659908,1.64756868903182,0.0005005005005005,-0.16911422497185,-0.0171531164555669,1.00056273340462,0.999499853155212,-0.0087750027701797,1.08369711936537,-0.30116959065471,SK_Power
-0.501327338998492,-0.0004404256110734,1.00425539556595,0.417556478816773,0.1001001001001,0.174353219027143,3.73759496416335e-06,1.20445227802551,932.939563563137,1.1456025160414e-05,0.832903505605992,-0.499202535539713,SK_Power
-0.200909081989531,-0.0098578890758525,0.308931968780455,0.130962099353213,0.004004004004004,0.0037476490035359,-0.0171531164555669,0.824834532203473,1.13118600623474,-0.001409884104404,0.413813583856958,-0.619998315420041,SK_OpenR
-0.485787172116467,-0.0001579888831856,0.973013364565138,0.340276231612946,0.0990990990990991,0.11578788884022,0.00058409628707,1.43185070049845,932.939563563137,0.0013125285000939,0.700461223276419,-0.499260021031218,SK_Biasing
-0.951405509139551,-0.0098578890758525,0.960234430913788,0.635566211234613,0.004004004004004,0.0114615051829204,-0.0171531164555669,0.431484815755944,1.0144945901506,-0.0076759376173255,0.413813583856958,-0.619998315420041,SK_OpenR
-0.510384768109832,0.0009278021154497,1.01667327925058,0.421522544367464,0.0990990990990991,0.177680394593255,0.0004221841974998,1.20109189132123,453.834608422887,0.0012937218125146,0.825893036449053,-0.502014045723723,SK_Power
-0.0171380077260082,0.0023691258459548,0.079250858480945,0.0147326530806956,0.0930930930930931,0.0002114383095221,0.0110952897525625,2.03304769894623,6.21597925099217,0.0069086384174701,0.842306720099456,-0.30116959065471,SK_InputFaults
-1.84655722313588,-0.0098578890758525,4.38893164659908,1.64756868903182,0.0990990990990991,0.793177502686026,-0.0008624153752767,1.29312692092717,817.456105695222,-0.0022354366800867,0.665019909672612,-0.420730362441709,SK_InputFaults
-0.513146820235562,-0.0013572238085885,1.0255943218729,0.42564470682818,0.1001001001001,0.181171574394381,8.86142457314158e-05,1.20392968475117,313.383335012,0.0002716373762804,0.829480993448286,-0.500340445487284,SK_Power
-0.459605433410432,-0.0004701130318081,0.920190219737015,0.322007741543592,0.1001001001001,0.103688764607742,-2.64710688705134e-05,1.43034870456842,683.504211946083,-5.9449127334774e-05,0.700618328737725,-0.499467310220352,SK_Normal
-0.165644242894816,-0.0098578890758525,0.217873750959901,0.122719835747538,0.004004004004004,0.0008802073598559,0.0110952897525625,0.431484815755944,1.03056112853125,0.0069086384174701,0.413813583856958,-0.619998315420041,SK_OpenR
-1.84655722313588,0.0066197097428787,4.38893164659908,1.64756868903182,0.0990990990990991,0.793177502686026,-0.0005244058926181,1.28259461661143,932.939563563137,-0.0013604953974794,0.665019909672612,-0.420730362441709,SK_InputFaults
-0.596635815766721,-0.0098578890758525,0.60592401304802,0.443797963049154,0.007007007007007,-0.0221910263755567,-0.0171531164555669,0.431484815755944,0.948016638379186,-0.0023244406664317,0.413813583856958,-0.619998315420041,SK_OpenR
